1,0.9454
2,0.9463
3,0.9458
4,0.9451
5,0.9458
6,0.9448
7,0.9446
8,0.9469
9,0.946
10,0.9471
11,0.9468
12,0.946
13,0.9465
14,0.947
15,0.9466
16,0.9471
17,0.9472
18,0.9458
19,0.9467
20,0.9466
21,0.9461
22,0.9465
23,0.9449
24,0.9451
25,0.9464
26,0.9467
27,0.946
28,0.9453
29,0.9447
30,0.9449
31,0.9433
32,0.9459
33,0.9452
34,0.9456
35,0.9444
36,0.9445
37,0.9436
38,0.9443
39,0.9447
40,0.9452
41,0.9455
42,0.9456
43,0.945
44,0.9458
45,0.9453
46,0.9454
47,0.9448
48,0.9443
49,0.9445
50,0.9434
51,0.9431
52,0.9432
53,0.9432
54,0.9441
55,0.9437
56,0.9448
57,0.9435
58,0.9439
59,0.9434
60,0.9436
61,0.9444
62,0.9425
63,0.9426
64,0.9428
65,0.9446
66,0.9442
67,0.9436
68,0.9438
69,0.9435
70,0.9432
71,0.9433
72,0.9435
73,0.9443
74,0.9447
75,0.9438
76,0.9429
77,0.9413
78,0.9415
79,0.9418
80,0.9423
81,0.9414
82,0.9408
83,0.942
84,0.9423
85,0.9422
86,0.9415
87,0.9422
88,0.9418
89,0.9429
90,0.9428
91,0.9422
92,0.9423
93,0.9417
94,0.9411
95,0.9418
96,0.9402
97,0.9398
98,0.9401
99,0.9404
100,0.9398
101,0.9398
102,0.94
103,0.9398
104,0.9393
105,0.9393
106,0.9405
107,0.9382
108,0.9375
109,0.9372
110,0.9369
111,0.9364
112,0.9376
113,0.9368
114,0.9369
115,0.9376
116,0.937
117,0.9368
118,0.9364
119,0.9363
120,0.9356
121,0.9357
122,0.937
123,0.9361
124,0.9364
125,0.9379
126,0.9372
127,0.9362
128,0.9356
129,0.9363
130,0.936
131,0.936
132,0.9353
133,0.9372
134,0.9369
135,0.9367
136,0.9363
137,0.9373
138,0.937
139,0.9369
140,0.9352
141,0.9343
142,0.9349
143,0.9346
144,0.9329
145,0.9327
146,0.9329
147,0.9324
148,0.9317
149,0.9311
150,0.9325
151,0.9322
152,0.932
153,0.9315
154,0.9305
155,0.9291
156,0.93
157,0.9314
158,0.9304
159,0.9309
160,0.9288
161,0.9288
162,0.9283
163,0.9284
164,0.9286
165,0.9286
166,0.9281
167,0.9276
168,0.9283
169,0.9277
170,0.9278
171,0.9272
172,0.9272
173,0.9248
174,0.9241
175,0.9228
176,0.9226
177,0.9224
178,0.9216
179,0.9202
180,0.9216
181,0.9223
182,0.9225
183,0.9215
184,0.921
185,0.9198
186,0.919
187,0.9187
188,0.9187
189,0.9191
190,0.9203
191,0.9186
192,0.9177
193,0.9188
194,0.9178
195,0.9179
196,0.9169
197,0.9161
198,0.9154
199,0.9139
200,0.9132
201,0.9116
202,0.9124
203,0.9115
204,0.9127
205,0.914
206,0.9133
207,0.9136
208,0.9127
209,0.911
210,0.9096
211,0.9081
212,0.9064
213,0.9068
214,0.9076
215,0.9064
216,0.9055
217,0.9049
218,0.9037
219,0.9048
220,0.9015
221,0.9003
222,0.9
223,0.8996
224,0.8965
225,0.8966
226,0.8949
227,0.8912
228,0.8899
229,0.8907
230,0.8901
231,0.89
232,0.8881
233,0.8854
234,0.8812
235,0.8801
236,0.8781
237,0.877
238,0.8763
239,0.8757
240,0.8753
241,0.8731
242,0.8706
243,0.868
244,0.866
245,0.8632
246,0.8611
247,0.859
248,0.8545
249,0.852
250,0.8512
251,0.8467
252,0.84
253,0.759
254,0.4012
